mH_GeV  llll_e_m_t      llll_e_m    	4e		2e2m		llvv_e_m_t	llvv_e_m	evev		evmv		llqq_e_m_t	llqq_e_m	l+vqq_e_m	vvqq		qqqq		ffff
124.30	2.574E-04	1.164E-04	3.057E-05	5.522E-05	2.213E-02	9.978E-03	2.381E-03	2.387E-03	3.435E-03	2.290E-03	2.967E-02	6.855E-03	1.030E-01	2.258E-01
124.40	2.598E-04	1.174E-04	3.085E-05	5.575E-05	2.230E-02	1.006E-02	2.400E-03	2.405E-03	3.467E-03	2.312E-03	2.991E-02	6.920E-03	1.039E-01	2.276E-01
124.50	2.622E-04	1.185E-04	3.112E-05	5.628E-05	2.248E-02	1.014E-02	2.420E-03	2.424E-03	3.500E-03	2.333E-03	3.014E-02	6.986E-03	1.047E-01	2.294E-01
124.60	2.646E-04	1.196E-04	3.140E-05	5.681E-05	2.266E-02	1.022E-02	2.439E-03	2.443E-03	3.534E-03	2.356E-03	3.038E-02	7.052E-03	1.055E-01	2.313E-01
124.70	2.671E-04	1.207E-04	3.169E-05	5.735E-05	2.284E-02	1.030E-02	2.459E-03	2.462E-03	3.567E-03	2.378E-03	3.061E-02	7.119E-03	1.064E-01	2.331E-01
124.80	2.695E-04	1.218E-04	3.197E-05	5.788E-05	2.302E-02	1.038E-02	2.478E-03	2.481E-03	3.601E-03	2.401E-03	3.085E-02	7.186E-03	1.072E-01	2.349E-01
124.90	2.720E-04	1.229E-04	3.225E-05	5.843E-05	2.320E-02	1.046E-02	2.498E-03	2.500E-03	3.635E-03	2.423E-03	3.108E-02	7.253E-03	1.081E-01	2.368E-01
125.00	2.745E-04	1.240E-04	3.254E-05	5.897E-05	2.338E-02	1.055E-02	2.518E-03	2.519E-03	3.668E-03	2.445E-03	3.132E-02	7.320E-03	1.089E-01	2.386E-01
125.09	2.768E-04	1.251E-04	3.280E-05	5.947E-05	2.354E-02	1.062E-02	2.536E-03	2.537E-03	3.699E-03	2.466E-03	3.154E-02	7.381E-03	1.097E-01	2.403E-01
125.10	2.771E-04	1.252E-04	3.283E-05	5.953E-05	2.356E-02	1.063E-02	2.538E-03	2.539E-03	3.703E-03	2.468E-03	3.157E-02	7.389E-03	1.098E-01	2.406E-01
125.20	2.796E-04	1.263E-04	3.312E-05	6.007E-05	2.374E-02	1.071E-02	2.558E-03	2.558E-03	3.737E-03	2.491E-03	3.181E-02	7.456E-03	1.106E-01	2.424E-01
125.30	2.821E-04	1.274E-04	3.340E-05	6.062E-05	2.393E-02	1.080E-02	2.578E-03	2.578E-03	3.771E-03	2.514E-03	3.204E-02	7.525E-03	1.115E-01	2.443E-01
125.40	2.846E-04	1.286E-04	3.370E-05	6.118E-05	2.411E-02	1.088E-02	2.598E-03	2.597E-03	3.806E-03	2.537E-03	3.229E-02	7.593E-03	1.124E-01	2.462E-01
125.50	2.872E-04	1.297E-04	3.399E-05	6.174E-05	2.429E-02	1.096E-02	2.618E-03	2.617E-03	3.840E-03	2.560E-03	3.253E-02	7.662E-03	1.132E-01	2.481E-01
125.60	2.898E-04	1.309E-04	3.429E-05	6.230E-05	2.448E-02	1.105E-02	2.638E-03	2.636E-03	3.875E-03	2.583E-03	3.277E-02	7.732E-03	1.141E-01	2.500E-01
125.70	2.923E-04	1.320E-04	3.458E-05	6.285E-05	2.466E-02	1.113E-02	2.658E-03	2.656E-03	3.909E-03	2.606E-03	3.302E-02	7.800E-03	1.150E-01	2.519E-01
125.80	2.949E-04	1.332E-04	3.488E-05	6.342E-05	2.485E-02	1.122E-02	2.679E-03	2.676E-03	3.945E-03	2.630E-03	3.327E-02	7.871E-03	1.159E-01	2.538E-01
125.90	2.974E-04	1.343E-04	3.517E-05	6.398E-05	2.504E-02	1.130E-02	2.699E-03	2.695E-03	3.980E-03	2.653E-03	3.351E-02	7.940E-03	1.167E-01	2.557E-01
126.00	3.001E-04	1.355E-04	3.548E-05	6.455E-05	2.523E-02	1.139E-02	2.720E-03	2.716E-03	4.016E-03	2.677E-03	3.376E-02	8.012E-03	1.176E-01	2.577E-01
126.50	3.133E-04	1.414E-04	3.699E-05	6.743E-05	2.618E-02	1.182E-02	2.824E-03	2.816E-03	4.196E-03	2.797E-03	3.501E-02	8.368E-03	1.221E-01	2.674E-01
127.00	3.268E-04	1.475E-04	3.854E-05	7.038E-05	2.714E-02	1.226E-02	2.929E-03	2.918E-03	4.379E-03	2.920E-03	3.628E-02	8.733E-03	1.266E-01	2.774E-01
127.50	3.405E-04	1.536E-04	4.010E-05	7.338E-05	2.812E-02	1.270E-02	3.036E-03	3.022E-03	4.565E-03	3.044E-03	3.757E-02	9.104E-03	1.313E-01	2.875E-01
128.00	3.544E-04	1.599E-04	4.171E-05	7.644E-05	2.912E-02	1.316E-02	3.145E-03	3.127E-03	4.756E-03	3.170E-03	3.887E-02	9.482E-03	1.360E-01	2.978E-01
128.50	3.687E-04	1.662E-04	4.333E-05	7.956E-05	3.013E-02	1.362E-02	3.256E-03	3.235E-03	4.950E-03	3.300E-03	4.021E-02	9.868E-03	1.408E-01	3.082E-01
129.00	3.830E-04	1.726E-04	4.497E-05	8.270E-05	3.115E-02	1.408E-02	3.367E-03	3.342E-03	5.145E-03	3.430E-03	4.154E-02	1.026E-02	1.456E-01	3.187E-01
129.50	3.976E-04	1.792E-04	4.664E-05	8.590E-05	3.218E-02	1.455E-02	3.480E-03	3.452E-03	5.344E-03	3.563E-03	4.290E-02	1.065E-02	1.505E-01	3.294E-01
130.00	4.124E-04	1.858E-04	4.832E-05	8.914E-05	3.323E-02	1.503E-02	3.595E-03	3.562E-03	5.545E-03	3.697E-03	4.428E-02	1.106E-02	1.554E-01	3.402E-01
